,圖號,圖名,卷片號或數位照片檔名,CloudRate,SecureType,拍攝日期,MinX,MinY,MaxX,MaxY,現有檔名,Roll,camera,Unnamed: 13,Unnamed: 14,Unnamed: 15
58937,96212081,檜林(四),210106h_51~0277_hr4,10,一般圖,20210106,276245.23,2657631.295,278793.409,2660404.898,96212081_210106h_51~0277_hr4.tif,210106h,DMC,,,
59104,96213003,青山(四),120617h_43~0143_hr4,90,一般圖,20120617,255895.276,2679758.24,258435.56,2682528.289,96213003_120617h_43~0143_hr4.tif,120617h,DMC,,,
59179,96213009,福壽山農場(四),180718_0235_mtbn,0,一般圖,20180718,271127.118,2679772.756,273670.389,2682545.546,96213009_180718_0235_mtbn.tif,180718_,ADS40,,,
59252,96213016,小澤台(二),210315h_46~0090_hr4,10,一般圖,20210315,263513.829,2676994.693,266056.098,2679766.099,96213016_210315h_46~0090_hr4.tif,210315h,DMC,,,
59318,96213023,基隆山(四),081010_0426_RGBN,10,一般圖,20081010,255735.0,2674075.0,258600.0,2677140.0,96213023_081010_0426_RGBN.tif,081010_,ADS40,,,
59320,96213023,基隆山(四),120617h_43~0151_hr4,40,一般圖,20120617,255897.578,2674220.738,258438.85,2676990.766,96213023_120617h_43~0151_hr4.tif,120617h,DMC,,,
59325,96213023,基隆山(四),210120h_43~0012_hr4,40,一般圖,20210120,255897.578,2674220.738,258438.85,2676990.766,96213023_210120h_43~0012_hr4.tif,210120h,DMC,,,
59367,96213027,紅香(四),141217h_47~0109_hr4,10,一般圖,20141217,266056.098,2674228.584,268599.356,2677000.436,96213027_141217h_47~0109_hr4.tif,141217h,DMC,,,
59373,96213027,紅香(四),190110g_48~0170_hr4,40,一般圖,20190110,266056.098,2674228.584,268599.356,2677000.436,96213027_190110g_48~0170_hr4.tif,190110g,DMC,,,
59477,96213037,紅香(三),130603f_47~0624_hr4,20,一般圖,20130603,266059.227,2671459.841,268602.977,2674231.681,96213037_130603f_47~0624_hr4.tif,130603f,DMC,,,
59502,96213039,西合歡山(三),080921_0205_RGBN,0,一般圖,20080921,270980.0,2671325.0,273845.0,2674390.0,96213039_080921_0205_RGBN.tif,080921_,ADS40,,,
59594,96213047,瑞岩(四),210314f_47~0106_hr4,0,一般圖,20210314,266062.353,2668691.106,268606.594,2671462.934,96213047_210314f_47~0106_hr4.tif,210314f,DMC,,,
59600,96213048,瑞岩(一),120624g_48~0141_hr4,20,一般圖,20120624,268602.977,2668694.197,271147.714,2671466.482,96213048_120624g_48~0141_hr4.tif,120624g,DMC,,,
59603,96213048,瑞岩(一),150610g_48~0107_hr4,0,一般圖,20150610,268602.977,2668694.197,271147.714,2671466.482,96213048_150610g_48~0107_hr4.tif,150610g,DMC,,,
59737,96213059,鳶峰(三),161104g_49~0064_hr4,30,一般圖,20161104,271147.714,2665929.011,273693.437,2668701.74,96213059_161104g_49~0064_hr4.tif,161104g,DMC,,,
59751,96213060,鳶峰(二),181002_0337_mtbn,90,一般圖,20181002,273688.836,2665933.006,276235.056,2668706.191,96213060_181002_0337_mtbn.tif,181002_,ADS40,,,
59807,96213066,合望,161104f_46~0032_hr4,10,一般圖,20161104,263526.987,2663151.029,266071.713,2665922.38,96213066_161104f_46~0032_hr4.tif,161104f,DMC,,,
59853,96213070,靜觀(一),120624h_50~0043_hr4,30,一般圖,20120624,273693.437,2663164.281,276240.145,2665937.453,96213070_120624h_50~0043_hr4.tif,120624h,DMC,,,
59888,96213074,東峰溪,130603f_44~0717_hr4,90,一般圖,20130603,258445.412,2660378.415,260989.64,2663148.847,96213074_130603f_44~0717_hr4.tif,130603f,DMC,,,
59901,96213075,東眼山,161104f_45~0059_hr4,90,一般圖,20161104,260987.511,2660380.143,263532.233,2663151.029,96213075_161104f_45~0059_hr4.tif,161104f,DMC,,,
59970,96213081,關刀山,120119f_41~0291_hr4,90,一般圖,20120119,250819.279,2657607.252,253362.519,2660376.316,96213081_120119f_41~0291_hr4.tif,120119f,DMC,,,
60027,96213086,霧社(一),130603f_46~0682_hr4,30,一般圖,20130603,263532.233,2657613.627,266077.938,2660384.956,96213086_130603f_46~0682_hr4.tif,130603f,DMC,,,
60034,96213087,廬山溫泉(四),080926_0239_RGBN,10,一般圖,20080926,265915.0,2657470.0,268780.0,2660535.0,96213087_080926_0239_RGBN.tif,080926_,ADS40,,,
60095,96213092,關刀山(二),151025f_42~0161_hr4,40,一般圖,20151025,253362.519,2654838.941,255906.742,2657608.447,96213092_151025f_42~0161_hr4.tif,151025f,DMC,,,
60277,96214020,江澤山(二),160717h_50~0043_hr4,20,一般圖,20160717,273623.956,2704696.108,276163.285,2707469.469,96214020_160717h_50~0043_hr4.tif,160717h,DMC,,,
60370,96214038,大安山(二),160717h_48~0074_hr4,10,一般圖,20160717,268562.955,2699150.806,271102.271,2701923.221,96214038_160717h_48~0074_hr4.tif,160717h,DMC,,,
60490,96214057,火石山(三),141217h_47~0137_hr4,0,一般圖,20141217,266034.108,2693610.046,268573.913,2696381.978,96214057_141217h_47~0137_hr4.tif,141217h,DMC,,,
60510,96214060,雪山(二),080826i_50~0051_rgb,10,一般圖,20080826,273480.0,2693475.0,276345.0,2696540.0,96214060_080826i_50~0051_rgb.tif,080826i,DMC,,,
60650,96214076,大雪山(二),160717h_46~0160_hr4,40,一般圖,20160717,263503.256,2688069.787,266043.55,2690841.238,96214076_160717h_46~0160_hr4.tif,160717h,DMC,,,
60761,96214088,德基水庫(一),210106h_48~0132_hr4,10,一般圖,20210106,268581.2,2685306.756,271122.987,2688079.112,96214088_210106h_48~0132_hr4.tif,210106h,DMC,,,
60827,96214095,唐呂山(三),120617h_45~0073_hr4,30,一般圖,20120617,260970.405,2682530.028,263511.189,2685301.0,96214095_120617h_45~0073_hr4.tif,120617h,DMC,,,
60956,96221004,龜山,070718b_54~0365_rgb,10,一般圖,20070718,283455.0,2762720.0,286320.0,2765785.0,96221004_070718b_54~0365_rgb.tif,070718b,DMC,,,
61039,96221008,土城,090705b_58~0093_rgb,30,一般圖,20091019,293550.0,2762750.0,296415.0,2765815.0,96221008_090705b_58~0093_rgb.tif,090705b,DMC,,,
61043,96221008,土城,120606b_58~0281_hr4,20,一般圖,20120606,293713.485,2762893.682,296246.419,2765671.066,96221008_120606b_58~0281_hr4.tif,120606b,DMC,,,
61104,96221011,華勛社區,110701_0233_mtbnc,30,一般圖,20110701,276053.803,2760079.643,278583.638,2762853.724,96221011_110701_0233_mtbnc.tif,110701_,ADS40,,,
61188,96221015,阿四坑,120606b_55~0186_hr4,20,一般圖,20120606,286150.075,2760102.545,288681.966,2762878.503,96221015_120606b_55~0186_hr4.tif,120606b,DMC,,,
61269,96221020,大茅埔,120606b_60~0381_hr4c,90,一般圖,20120606,298770.519,2760141.627,301304.986,2762919.939,96221020_120606b_60~0381_hr4c.tif,120606b,DMC,,,
61398,96221027,成福,220308c_57~0042_hr4,0,一般圖,20220308,291206.56,2757347.717,293739.982,2760124.6,96221027_220308c_57~0042_hr4.tif,220308c,DMC,,,
61401,96221028,建安,100113c_58~0020_hr4,20,一般圖,20100113,293570.0,2757210.0,296435.0,2760275.0,96221028_100113c_58~0020_hr4.tif,100113c,DMC,,,
61483,96221033,大尖湖,201025b_53~0223_hr4,40,一般圖,20201025,281114.491,2754552.079,283646.36,2757327.071,96221033_201025b_53~0223_hr4.tif,201025b,DMC,,,
61490,96221034,福德坑,130804_0406_mtbnc,20,一般圖,20130804,283639.58,2754558.028,286171.963,2757333.488,96221034_130804_0406_mtbnc.tif,130804_,ADS40,,,
61588,96221042,大溪,071021b_52_0305,0,一般圖,20071021,278595.168,2751777.569,281127.027,2754552.079,96221042_071021b_52_0305_rgb.tif,071021b,DMC,,,
61620,96221043,虎豹坑,150516b_53~0077_hr4c,30,一般圖,20150516,281120.762,2751783.05,283653.134,2754558.028,96221043_150516b_53~0077_hr4c.tif,150516b,DMC,,,
61654,96221046,湊角山,150810e_56~0047_hr4,90,一般圖,20150810,288697.569,2751802.275,291231.48,2754578.659,96221046_150810e_56~0047_hr4.tif,150810e,DMC,,,
61680,96221049,平廣(四),150930e_59~0004_hr4,90,一般圖,20150930,296274.42,2751825.672,298809.872,2754603.466,96221049_150930e_59~0004_hr4.tif,150930e,DMC,,,
61886,96221063,三民,110724b_53~0288_hr4,90,一般圖,20110724,281133.286,2746245.02,283666.662,2749019.971,96221063_110724b_53~0288_hr4.tif,110724b,DMC,,,
61900,96221064,大窩,110728c_54~0229_hr4,0,一般圖,20110728,283659.901,2746250.956,286193.788,2749026.374,96221064_110728c_54~0229_hr4.tif,110728c,DMC,,,
61967,96221070,喀博山(一),150812e_60~0070_hr4,90,一般圖,20150812,298819.687,2746296.293,301356.651,2749074.525,96221070_150812e_60~0070_hr4.tif,150812e,DMC,,,
62123,96221083,高坡(四),180516_0236_mtbn,30,一般圖,20180516,281145.787,2740707.027,283680.164,2743481.951,96221083_180516_0236_mtbn.tif,180516_,ADS40,,,
62223,96221093,高坡(三),171211_0331_mtbn,0,一般圖,20171211,281152.028,2737938.045,283686.906,2740712.954,96221093_171211_0331_mtbn.tif,171211_,ADS40,,,
62224,96221093,高坡(三),180516_0236_mtbn,40,一般圖,20180516,281152.028,2737938.045,283686.906,2740712.954,96221093_180516_0236_mtbn.tif,180516_,ADS40,,,
62227,96221094,高坡(二),081129e_54~0062_rgb,0,一般圖,20081129,283520.0,2737800.0,286385.0,2740865.0,96221094_081129e_54~0062_rgb.tif,081129e,DMC,,,
62240,96221095,小烏來(三),140822e_55~0255_hr4,10,一般圖,20140822,286208.304,2737950.352,288744.202,2740726.195,96221095_140822e_55~0255_hr4.tif,140822e,DMC,,,
62250,96221096,小烏來(二),131130f_56~0134_hr4,0,一般圖,20131130,288736.448,2737957.198,291272.857,2740733.509,96221096_131130f_56~0134_hr4.tif,131130f,DMC,,,
62386,96222011,煤源(三),150725_0254_mtbn,30,一般圖,20150725,276106.21,2732389.663,278641.069,2735163.615,96222011_150725_0254_mtbn.tif,150725_,ADS40,,,
62388,96222011,煤源(三),180516_0246_mtbn,30,一般圖,20180516,276106.21,2732389.663,278641.069,2735163.615,96222011_180516_0246_mtbn.tif,180516_,ADS40,,,
62468,96222021,鞍部(四),150725_0254_mtbn,30,一般圖,20150725,276111.424,2729620.716,278646.782,2732394.655,96222021_150725_0254_mtbn.tif,150725_,ADS40,,,
62533,96222029,明池(四),151005f_59~0042_hr4,40,一般圖,20151005,296348.701,2729673.521,298888.133,2732451.189,96222029_151005f_59~0042_hr4.tif,151005f,DMC,,,
62547,96222031,鞍部(三),130731_0302_mtbn,40,一般圖,20130731,276116.632,2726851.778,278652.489,2729625.704,96222031_130731_0302_mtbn.tif,130731_,ADS40,,,
62575,96222034,石磊(二),130731_0237_mtbn,20,一般圖,20130731,283707.092,2726868.111,286244.473,2729643.431,96222034_130731_0237_mtbn.tif,130731_,ADS40,,,
62624,96222039,明池(三),150814f_59~0039_hr4,90,一般圖,20150814,296357.946,2726904.543,298897.874,2729682.195,96222039_150814f_59~0039_hr4.tif,150814f,DMC,,,
62625,96222039,明池(三),151005f_59~0046_hr4,40,一般圖,20151005,296357.946,2726904.543,298897.874,2729682.195,96222039_151005f_59~0046_hr4.tif,151005f,DMC,,,
62661,96222043,石磊溪上游(四),201226g_53~0225_hr4,10,一般圖,20201226,281183.147,2724093.269,283720.517,2726868.111,96222043_201226g_53~0225_hr4.tif,201226g,DMC,,,
62682,96222046,新興(一),081130f_56~0091_rgb,10,一般圖,20081130,288615.0,2723970.0,291480.0,2727035.0,96222046_081130f_56~0091_rgb.tif,081130f,DMC,,,
62693,96222047,唐穗山(四),120814f_57~0255_hr4,20,一般圖,20120814,291305.818,2724119.632,293845.222,2726896.335,96222047_120814f_57~0255_hr4.tif,120814f,DMC,,,
62709,96222049,婆羅山(四),151005f_59~0050_hr4,90,一般圖,20151005,296367.183,2724135.574,298907.605,2726913.211,96222049_151005f_59~0050_hr4.tif,151005f,DMC,,,
62864,96222067,四圍山(四),120814f_57~0247_hr4,90,一般圖,20120814,291322.251,2718581.746,293862.645,2721358.42,96222067_120814f_57~0247_hr4.tif,120814f,DMC,,,
62994,96222083,馬望山(四),081201g_53_0138_rgb,0,一般圖,20081201,281045.0,2712875.0,283910.0,2715940.0,96222083_081201g_53_0138_rgb.tif,081201g,DMC,,,
63051,96222089,仁澤山莊(四),120812f_59~0080_hr4,90,一般圖,20120812,296404.041,2713059.792,298946.439,2715837.366,96222089_120812f_59~0080_hr4.tif,120812f,DMC,,,
63170,96223001,寶山,120526b_41~0293_hr4,40,一般圖,20120526,250814.776,2735134.055,253344.061,2737903.382,96223001_120526b_41~0293_hr4.tif,120526b,DMC,,,
63185,96223002,北坑,091017b_42~0413_rgb,20,一般圖,20091017,253175.0,2734990.0,256040.0,2738055.0,96223002_091017b_42~0413_rgb.tif,091017b,DMC,,,
63232,96223004,竹東,120525b_44~0257_hr4,90,一般圖,20120525,258400.625,2735136.579,260931.429,2737907.293,96223004_120525b_44~0257_hr4.tif,120525b,DMC,,,
63255,96223005,五龍,191112_0247_mtbn,0,一般圖,20191112,260929.244,2735138.343,263460.554,2737909.52,96223005_191112_0247_mtbn.tif,191112_,ADS40,,,
63293,96223008,馬福,150615c_48~0027_hr4,40,一般圖,20150615,268515.107,2735146.404,271047.94,2737918.974,96223008_150615c_48~0027_hr4.tif,150615c,DMC,,,
63397,96223014,竹東南部,130724_0150_mtbn,90,一般圖,20130724,258402.305,2732367.639,260933.612,2735138.343,96223014_130724_0150_mtbn.tif,130724_,ADS40,,,
63408,96223014,竹東南部,201026b_44~0121_hr4,0,一般圖,20201026,258402.305,2732367.639,260933.612,2735138.343,96223014_201026b_44~0121_hr4.tif,201026b,DMC,,,
63578,96223028,馬胎(一),131130c_48~0144_hr4,0,一般圖,20131130,268522.507,2729608.519,271056.343,2732381.065,96223028_131130c_48~0144_hr4.tif,131130c,DMC,,,
63606,96223031,茅坪,110615d_41~0796_hr4,30,一般圖,20110615,250815.264,2726827.269,253346.062,2729596.567,96223031_110615d_41~0796_hr4.tif,110615d,DMC,,,
63652,96223038,馬胎(二),160717g_48~0180_hr4,40,一般圖,20160717,268526.202,2726839.59,271060.538,2729612.124,96223038_160717g_48~0180_hr4.tif,160717g,DMC,,,
63680,96223042,四十二分,140822e_42~0191_hr4,10,一般圖,20140822,253346.062,2724058.737,255877.867,2726828.487,96223042_140822e_42~0191_hr4.tif,140822e,DMC,,,
63870,96223077,榎本(三),140323f_47~0020_hr4,10,一般圖,20140323,266008.794,2715760.834,268544.623,2718532.858,96223077_140323f_47~0020_hr4.tif,140323f,DMC,,,
63921,96223087,佐滕山(四),081130f_47~0176_rgb,0,一般圖,20081130,265850.0,2712850.0,268715.0,2715915.0,96223087_081130f_47~0176_rgb.tif,081130f,DMC,,,
64040,96224002,下莊仔,181106_0234_mtbn,90,一般圖,20181106,253336.673,2762824.327,255861.392,2765594.215,96224002_181106_0234_mtbn.tif,181106_,ADS40,,,
64050,96224003,赤牛欄,111204b_43~0048_hr4,30,一般圖,20111204,255860.207,2762825.174,258385.438,2765595.529,96224003_111204b_43~0048_hr4.tif,111204b,DMC,,,
64052,96224003,赤牛欄,130527b_43~0648_hr4,90,一般圖,20130527,255860.207,2762825.174,258385.438,2765595.529,96224003_130527b_43~0648_hr4.tif,130527b,DMC,,,
64091,96224005,藍埔,130527b_45~0805_hr4,90,一般圖,20130527,260907.279,2762828.264,263433.532,2765599.551,96224005_130527b_45~0805_hr4.tif,130527b,DMC,,,
64193,96224010,中壢工業區,090616b_50~0085c,30,一般圖,20090616,273524.986,2762844.125,276053.803,2765617.75,96224010_090616b_50~0085_rgbc.tif,090616b,DMC,,,
64299,96224015,埔頂,130527b_45~0809_hr4,90,一般圖,20130527,260909.484,2760059.23,263436.246,2762830.506,96224015_130527b_45~0809_hr4.tif,130527b,DMC,,,
64366,96224018,雙連坡,151025b_48~0213_hr4,40,一般圖,20151025,268481.633,2760067.346,271009.93,2762840.023,96224018_151025b_48~0213_hr4.tif,151025b,DMC,,,
64408,96224020,埔頂重劃區,171214_0242_mtbnc,0,一般圖,20171214,273529.744,2760075.079,276059.066,2762848.692,96224020_171214_0242_mtbnc.tif,171214_,ADS40,,,
64421,96224021,十一股,120526b_41~0261_hr4,0,一般圖,20120526,250813.467,2757285.893,253338.695,2760055.296,96224021_120526b_41~0261_hr4.tif,120526b,DMC,,,
64422,96224021,十一股,130527b_41~0557_hr4,90,一般圖,20130527,250813.467,2757285.893,253338.695,2760055.296,96224021_130527b_41~0557_hr4.tif,130527b,DMC,,,
64523,96224026,圓墩頂,120525b_46~0176_hr4,0,一般圖,20120525,263436.246,2757292.444,265964.026,2760064.176,96224026_120525b_46~0176_hr4.tif,120525b,DMC,,,
64601,96224030,龍岡,110701_0243_mtbnc,10,一般圖,20110701,273534.497,2757306.043,276064.324,2760079.643,96224030_110701_0243_mtbnc.tif,110701_,ADS40,,,
64625,96224031,瑞興,130527b_41~0561_hr4,90,一般圖,20130527,250813.632,2754516.881,253339.368,2757286.275,96224031_130527b_41~0561_hr4.tif,130527b,DMC,,,
64686,96224034,上四湖,130527b_44~0760_hr4c,90,一般圖,20130527,258388.824,2754519.417,260916.089,2757290.206,96224034_130527b_44~0760_hr4c.tif,130527b,DMC,,,
64809,96224040,關路缺,100607b_50~0777_hr4c,0,一般圖,20100607,273539.245,2754537.016,276069.577,2757310.604,96224040_100607b_50~0777_hr4c.tif,100607b,DMC,,,
64957,96224048,八張犁,150615c_48~0051_hr4c,90,一般圖,20150615,268492.823,2751760.282,271022.636,2754532.923,96224048_150615c_48~0051_hr4c.tif,150615c,DMC,,,
64977,96224049,黃泥塘,150513b_49~0116_hr4c,40,一般圖,20150513,271018.405,2751763.908,273548.729,2754537.016,96224049_150513b_49~0116_hr4c.tif,150513b,DMC,,,
65016,96224051,竹高屋,150513b_41~0558_hr4c,10,一般圖,20150513,250813.959,2748978.884,253340.712,2751748.259,96224051_150513b_41~0558_hr4c.tif,150513b,DMC,,,
65054,96224053,大平窩,140621b_43~0097_hr4c,30,一般圖,20140621,255866.122,2748980.109,258393.891,2751750.412,96224053_140621b_43~0097_hr4c.tif,140621b,DMC,,,
65239,96224063,新埔,111204b_43~0024_hr4,10,一般圖,20111204,255867.301,2746211.124,258395.577,2748981.417,96224063_111204b_43~0024_hr4.tif,111204b,DMC,,,
65256,96224064,蓮華山,090616b_44~0024c,20,一般圖,20090616,258393.891,2746212.431,260922.676,2748983.188,96224064_090616b_44~0024_rgbc.tif,090616b,DMC,,,
65283,96224065,照門,130527b_45~0829_hr4c,90,一般圖,20130527,260920.482,2746214.2,263449.776,2748985.421,96224065_130527b_45~0829_hr4c.tif,130527b,DMC,,,
65312,96224067,南坑,140717c_47~0132_hr4,40,一般圖,20140717,265973.669,2746219.128,268503.981,2748991.279,96224067_140717c_47~0132_hr4.tif,140717c,DMC,,,
65396,96224072,東海,140621b_42~0024_hr4,90,一般圖,20140621,253341.383,2743441.305,255869.657,2746211.124,96224072_140621b_42~0024_hr4.tif,140621b,DMC,,,
65418,96224073,寶石,140713b_43~0328_hr4,20,一般圖,20140713,255868.48,2743442.148,258397.262,2746212.431,96224073_140713b_43~0328_hr4.tif,140713b,DMC,,,
65569,96224082,頭重埔,130527b_42~0705_hr4,90,一般圖,20130527,253342.053,2740672.339,255870.833,2743442.148,96224082_130527b_42~0705_hr4.tif,130527b,DMC,,,
65591,96224083,芎林,130527b_43~0616_hr4,90,一般圖,20130527,255869.657,2740673.182,258398.944,2743443.454,96224083_130527b_43~0616_hr4.tif,130527b,DMC,,,
65658,96224087,關西,140717c_47~0140_hr4,40,一般圖,20140717,265980.083,2740681.173,268511.402,2743453.301,96224087_140717c_47~0140_hr4.tif,140717c,DMC,,,
65724,96224092,二重埔,091017b_42~0409_rgb,30,一般圖,20091017,253175.0,2737755.0,256040.0,2740820.0,96224092_091017b_42~0409_rgb.tif,091017b,DMC,,,
65731,96224092,二重埔,140621b_42~0016_hr4,40,一般圖,20140621,253342.723,2737903.382,255872.008,2740673.182,96224092_140621b_42~0016_hr4.tif,140621b,DMC,,,
65755,96224093,三重埔,151025b_43~0111_hr4,20,一般圖,20151025,255870.833,2737904.224,258400.625,2740674.486,96224093_151025b_43~0111_hr4.tif,151025b,DMC,,,
66291,96232043,大片,181106_0307_mtbn,90,一般圖,20181106,281057.786,2779473.756,283585.111,2782248.87,96232043_181106_0307_mtbn.tif,181106_,ADS40,,,
66322,96232045,下罟子,150615b_55~0040_hr4,20,一般圖,20150615,286098.765,2779486.199,288627.125,2782262.258,96232045_150615b_55~0040_hr4.tif,150615b,DMC,,,
66327,96232045,下罟子,181106_0342_mtbn,30,一般圖,20181106,286098.765,2779486.199,288627.125,2782262.258,96232045_181106_0342_mtbn.tif,181106_,ADS40,,,
66352,96232047,觀音山,080805b_57~0124_rgb,10,一般圖,20080805,290970.0,2779355.0,293835.0,2782420.0,96232047_080805b_57~0124_rgb.tif,080805b,DMC,,,
66355,96232047,觀音山,091019b_57~0142_rgb,40,一般圖,20091019,290970.0,2779355.0,293835.0,2782420.0,96232047_091019b_57~0142_rgb.tif,091019b,DMC,,,
66625,96232061,拔子林,171214_0217_mtbn,20,一般圖,20171214,276027.414,2773924.98,278554.719,2776699.126,96232061_171214_0217_mtbn.tif,171214_,ADS40,,,
66665,96232063,頂社,181106_0307_mtbnc,0,一般圖,20181106,281070.429,2773935.54,283598.767,2776710.627,96232063_181106_0307_mtbnc.tif,181106_,ADS40,,,
66680,96232064,雷公崎,170624_0306_mtbnc,20,一般圖,20170624,283591.942,2773941.52,286120.796,2776717.078,96232064_170624_0306_mtbnc.tif,170624_,ADS40,,,
66726,96232067,陸光一村,080805b_57~0116c,10,一般圖,20080805,291156.508,2773962.257,293686.913,2776739.23,96232067_080805b_57~0116_rgbc.tif,080805b,DMC,,,
66739,96232067,陸光一村,181106_0405_mtbnc,90,一般圖,20181106,291156.508,2773962.257,293686.913,2776739.23,96232067_181106_0405_mtbnc.tif,181106_,ADS40,,,
66815,96232071,水尾,130608b_51~0145_hr4c,30,一般圖,20130608,276032.701,2771155.894,278560.514,2773930.027,96232071_130608b_51~0145_hr4c.tif,130608b,DMC,,,
67001,96232080,三重市,180326b_60~0085_hr4,30,一般圖,20180326,298731.017,2771218.06,301263.479,2773996.436,96232080_180326b_60~0085_hr4.tif,180326b,DMC,,,
67290,96232095,嶺頂,091019b_55~0242_rgb,40,一般圖,20091019,285970.0,2765495.0,288835.0,2768560.0,96232095_091019b_55~0242_rgb.tif,091019b,DMC,,,
67548,96233069,沙崙,090616b_49~0253,10,一般圖,20090616,270984.411,2773916.286,273510.686,2776689.492,96233069_090616b_49~0253_rgb.tif,090616b,DMC,,,
67557,96233069,沙崙,140617b_49~0240_hr4,0,一般圖,20140617,270984.411,2773916.286,273510.686,2776689.492,96233069_140617b_49~0240_hr4.tif,140617b,DMC,,,
67567,96233070,中正國際機場,090616b_50~0069,20,一般圖,20090616,273505.911,2773920.4,276032.701,2776694.076,96233070_090616b_50~0069_rgb.tif,090616b,DMC,,,
67682,96233078,大園,090616b_48~0321_rgb,10,一般圖,20090616,268300.0,2771000.0,271165.0,2774065.0,96233078_090616b_48~0321_rgb.tif,090616b,DMC,,,
67765,96233082,大潭,130527b_42~0665_hr4,90,一般圖,20130527,253335.321,2768362.417,255859.021,2771132.325,96233082_130527b_42~0665_hr4.tif,130527b,DMC,,,
68015,96233094,坑尾,130527b_44~0776_hr4,90,一般圖,20130527,258382.045,2765595.529,260907.279,2768366.36,96233094_130527b_44~0776_hr4.tif,130527b,DMC,,,
68200,97173083,野銀,130416b_63~0037_hr4,20,一般圖,20130416,307601.366,2436245.759,310192.448,2439023.493,97173083_130416b_63~0037_hr4.tif,130416b,DMC,,,
68203,97173084,龍頭北,090917b_06~0068_rgb,10,一般圖,20090917,310045.0,2436115.0,312910.0,2439180.0,97173084_090917b_06~0068_rgb.tif,090917b,DMC,,,
68217,97173094,龍頭,191222_0339_mtbn,10,一般圖,20191222,310192.448,2433487.31,312784.432,2436265.457,97173094_191222_0339_mtbn.tif,191222_,ADS40,,,
68273,97203003,北加路蘭山,191226_0346_mtbn,0,一般圖,20191226,306887.945,2624495.116,309447.834,2627274.01,97203003_191226_0346_mtbn.tif,191226_,ADS40,,,
68297,97203021,加路蘭山,140620d_61~0270_hr4c,30,一般圖,20140620,301810.625,2618938.745,304370.479,2621716.695,97203021_140620d_61~0270_hr4c.tif,140620d,DMC,,,
68308,97203022,龜庵,140620d_62~0181_hr4,40,一般圖,20140620,304360.131,2618948.047,306920.477,2621726.452,97203022_140620d_62~0181_hr4.tif,140620d,DMC,,,
68396,97204001,初英山(四),120704f_61~0045_hr4,40,一般圖,20120704,301691.507,2652163.011,304245.622,2654941.157,97204001_120704f_61~0045_hr4.tif,120704f,DMC,,,
68560,97204023,光華五村,210526b_63~0062_hr4,20,一般圖,20210526,306800.716,2646644.749,309356.787,2649423.779,97204023_210526b_63~0062_hr4.tif,210526b,DMC,,,
68661,97204041,平和,180512_0257_mtbn,10,一般圖,20180512,301731.371,2641088.113,304287.406,2643866.194,97204041_180512_0257_mtbn.tif,180512_,ADS40,,,
68749,97204062,月眉山,110604j_07_0186_hr4,40,一般圖,20110604,304297.827,2635560.065,306855.315,2638338.57,97204062_110604j_07_0186_hr4.tif,110604j,DMC,,,
68756,97204062,月眉山,180512_0243_mtbn,40,一般圖,20180512,304297.827,2635560.065,306855.315,2638338.57,97204062_180512_0243_mtbn.tif,180512_,ADS40,,,
68914,97211004,朝陽里(一),121022c_74~0101_hr4c,20,一般圖,20121022,334428.801,2707699.397,336979.821,2710483.953,97211004_121022c_74~0101_hr4c.tif,121022c,DMC,,,
68927,97211005,朝陽里(東),150612c_75~0058_hr4,10,一般圖,20150612,336962.633,2707714.893,339514.165,2710499.919,97211005_150612c_75~0058_hr4.tif,150612c,DMC,,,
69071,97211051,觀音(三),120704e_71~0015_hr4,30,一般圖,20120704,326903.147,2693810.718,329455.059,2696593.766,97211051_120704e_71~0015_hr4.tif,120704e,DMC,,,
69094,97211061,漢本(四),120704e_71~0011_hr4,10,一般圖,20120704,326918.26,2691041.757,329470.654,2693824.785,97211061_120704e_71~0011_hr4.tif,120704e,DMC,,,
69176,97213007,清水(四),121022f_67~0012_hr4,90,一般圖,20121022,316823.503,2679914.497,319375.805,2682695.586,97213007_121022f_67~0012_hr4.tif,121022f,DMC,,,
69186,97213008,清水(一),121022f_68~0111_hr4,90,一般圖,20121022,319362.254,2679926.691,321915.061,2682708.244,97213008_121022f_68~0111_hr4.tif,121022f,DMC,,,
69241,97213014,三角錐山(二),191224_0243_mtbn,30,一般圖,20191224,309218.865,2677111.794,311770.139,2679891.474,97213014_191224_0243_mtbn.tif,191224_,ADS40,,,
69267,97213017,清水(三),191211_0234_mtbn,90,一般圖,20191211,316836.557,2677145.62,319389.343,2679926.691,97213017_191211_0234_mtbn.tif,191211_,ADS40,,,
69269,97213017,清水(三),210201f_67~0066_hr4,30,一般圖,20210201,316836.557,2677145.62,319389.343,2679926.691,97213017_210201f_67~0066_hr4.tif,210201f,DMC,,,
69320,97213024,溪畔(一),191224_0243_mtbn,90,一般圖,20191224,309230.42,2674342.952,311782.178,2677122.615,97213024_191224_0243_mtbn.tif,191224_,ADS40,,,
69326,97213026,太魯閣(一),110917_0215_mtbn,40,一般圖,20110917,314309.865,2674365.031,316862.629,2677145.62,97213026_110917_0215_mtbn.tif,110917_,ADS40,,,
69355,97213032,九曲洞(二),121221f_62~0059_hr4,0,一般圖,20121221,304161.56,2671553.871,306712.797,2674332.593,97213032_121221f_62~0059_hr4.tif,121221f,DMC,,,
